responseid,startdate,coop1,pass1,coop2,pass2,pass_prob,coop_mexotx,coop_mexoty,coop_meyotx,coop_meyoty,ddt_log_k,study,carit_correct,carit_go_correct,carit_nogo_correct,carit_rt,flanker_correct,flanker_error,flanker_slow,flanker_rt,q_gender,q_age,q_race,q_demrep,q_cash_choice,nfc,risk,trust,edu,income,wvs106_1,wvs108_1,wvs176_1,wvs250_1,bel2,bel2_5,urbanrural,urchild,q_income,q_maternal,q_household,q_neuro,q_anxious,q_exercise,q_sleep_1,q_screen_1,crt,bmi,Strategy
R_3eaGJTVfa66Z0qu,1/24/2022 18:28,95,1,100,1,1,99,99,97,99,0.7051499,CARIT,0.9181796,0.9336041,0.875,495.4922,,,,,1,50,1,4,2,2,7,6,7,7,9,10,9,9,1,3,3,1,4,2,4,2,2,5,7,5,2,29.49438,Coop
R_qzwLv9RU8hTlmLf,1/6/2022 22:30,9,1,8,1,1,82,10,8,8,-0.7509272,CARIT,,,,,,,,,1,43,"2,6",4,2,3,10,6,5,5,8,7,4,5,1,3,6,6,1,4,2,2,3,1,6,1,0,22.887,StubbornDef
R_1pL3iZz8lrxDqzt,1/24/2022 19:30,26,1,28,1,1,57,36,60,33,-1.517078,CARIT,0.7707835,0.7485733,0.8333333,503.3085,,,,,1,68,1,1,2,1,5,3,7,7,4,1,10,9,1,2,5,5,1,1,2,2,5,5,9,6,2,27.36592,Random
R_2723SYqkjVCBZG1,1/24/2022 17:12,90,1,94,1,0,96,75,89,69,0.1140518,CARIT,0.9565217,1,0.8333333,421.1618,,,,,2,42,1,2,1,2,6,5,5,6,2,2,9,7,1,3,5,5,2,2,3,1,3,1,7,9,3,36.91451,Coop
R_ukN7lF1ZXqU6rfj,1/14/2022 20:17,90,1,86,1,1,47,46,45,43,6.377034,CARIT,,,,,,,,,1,36,2,1,1,3,10,4,5,5,10,10,1,10,2,98,4,5,2,2,3,2,3,6,8,8,1,23.18924,Random
R_1eQKT5rI03svgud,1/24/2022 18:07,81,1,82,1,1,100,26,100,0,-1.917398,CARIT,,,,,,,,,2,45,1,1,1,2,4,4,6,7,3,2,9,8,4,97,3,5,4,2,3,2,4,1,7,12,1,29.04959,TitForTat
R_20k60mkqQjMPpJv,1/24/2022 17:20,85,1,83,1,1,95,51,71,48,-2.909593,CARIT,0.8196369,0.7852283,0.9166667,524.4056,,,,,2,48,1,4,1,3,7,5,6,6,9,10,5,9,1,3,5,6,2,2,5,2,3,1,7,1,2,31.1736,Random
R_1KpZOtXbCbDtwRE,1/24/2022 17:03,66,1,100,1,1,0,0,100,100,0.9821198,CARIT,0.9565217,0.9705882,0.9166667,466.303,,,,,2,51,1,1,1,3,5,4,6,5,4,6,6,8,1,4,3,1,2,4,4,2,3,8,8,5,0,30.94864,Other
R_2ziNgcVnGpK2ogX,1/24/2022 17:42,71,1,66,1,1,100,65,100,100,-2.965415,CARIT,0.9018156,0.9185689,0.8541667,498.0807,,,,,2,36,1,2,2,4,0,5,6,3,1,1,10,9,3,96,6,6,1,4,1,2,3,4,9,5,2,17.85297,Coop
R_1n2An39Z24NSNPZ,1/21/2022 22:55,70,1,75,1,1,81,32,74,74,0.967938,CARIT,0.9347826,1,0.75,430.6471,,,,,2,45,1,1,1,2,6,5,5,6,1,1,8,10,4,96,6,6,2,1,1,2,2,1,5,10,0,62.39645,Random
R_8B5xNbltMV1ZbrP,1/8/2022 20:00,21,1,24,1,1,61,32,63,29,0.999736,CARIT,0.9239131,0.9852941,0.75,462.3284,,,,,2,50,1,2,2,3,6,6,7,7,7,4,3,10,3,98,5,5,4,1,4,2,3,2,8,6,2,36.75937,Random
R_aWCXLWjwzQmwaaZ,1/14/2022 19:29,0,1,1,1,1,0,0,0,0,-3.341436,CARIT,0.8416149,0.8740123,0.75,510.5428,,,,,2,60,1,2,2,3,3,7,7,7,4,3,9,10,1,1,1,2,2,2,1,2,3,3,7,4,0,22.86433,Defect
R_3nr5OnF8JSKBD5F,1/24/2022 17:13,40,1,62,1,1,95,23,37,60,-1.31865,CARIT,0.8039895,0.7494513,0.9583333,479.4601,,,,,2,40,1,2,1,4,7,6,6,5,3,3,4,9,3,2,5,2,2,4,4,2,4,6,5,8,0,31.3777,Random
R_1IzaeyYpBMfVvU5,1/22/2022 15:00,74,1,71,1,1,95,39,83,20,-0.1965906,CARIT,0.906892,0.9255926,0.8541667,476.5634,,,,,1,50,1,3,2,2,7,6,6,7,3,6,9,8,3,98,6,6,4,2,3,2,1,3,8,8,2,26.95946,TitForTat
R_SVF7n554CPbjRmh,1/12/2022 10:56,0,1,71,1,1,63,37,67,31,1.415633,CARIT,0.7717391,0.8382353,0.5833333,459.7018,,,,,1,50,1,2,1,1,8,6,7,6,10,7,7,9,1,1,6,4,4,1,3,1,5,4,5,6,2,30.47345,Random
R_27TIPWBr47raTms,1/22/2022 13:26,100,1,100,1,1,100,16,100,55,-0.723213,CARIT,0.8850334,0.9626865,0.6666667,418.0726,,,,,2,52,1,1,1,2,6,5,6,8,6,3,9,10,1,2,6,4,4,2,4,2,4,4,9,4,0,27.43236,BitterCoopCoop
R_eeu7ItEy3dWYqFX,1/21/2022 15:50,0,0,0,1,1,0,0,0,0,-3.651996,CARIT,0.7102843,0.6294996,0.9375,518.5144,,,,,2,49,1,5,2,2,7,6,5,7,9,9,8,7,1,99,1,1,4,1,4,2,2,4,8,3,3,19.13491,Defect
R_6E6TVPU4zXuiryp,1/22/2022 13:18,99,1,97,1,1,10,91,88,89,0.6870641,CARIT,0.9070114,0.9478709,0.7916667,445.3703,,,,,2,46,1,3,1,2,6,5,6,7,8,4,7,8,3,98,4,2,2,1,2,2,3,3,8,3,3,31.01471,Other
R_1DNAdzR2KCp5G3R,1/24/2022 18:46,100,1,100,1,1,100,70,76,76,-1.55012,CARIT,0.9891304,1,0.9583333,405.8529,,,,,1,36,"1,5",4,2,3,10,6,7,6,8,8,4,6,1,2,6,3,4,4,2,2,2,1,6,9,2,26.62879,Coop
R_1N4bOpbuACURrht,1/24/2022 17:02,15,1,0,1,1,95,10,11,5,2.587981,CARIT,0.9507286,0.970259,0.8958333,492.3801,,,,,2,43,1,2,1,3,3,5,6,6,7,5,8,9,3,96,3,3,1,4,2,2,3,3,7,8,0,35.18433,StubbornDef
R_23WtaHYUvk9D8iD,1/14/2022 21:09,0,1,0,1,1,0,0,0,0,-0.3926375,CARIT,,,,,,,,,1,76,1,2,2,4,7,7,7,8,7,7,9,10,1,1,4,3,2,4,3,2,1,2,9,10,3,19.00297,Defect
R_2ZDYUEHTUO3nEze,1/7/2022 14:17,90,1,99,1,1,97,10,93,23,1.950946,CARIT,0.9728261,0.9852941,0.9375,476.7164,,,,,2,58,1,4,1,2,9,4,7,7,10,10,9,7,4,98,2,3,4,4,2,2,3,2,6,2,3,26.33507,TitForTat
R_3FUMN16QvisIDsV,1/14/2022 19:29,12,1,13,1,1,89,13,11,11,-0.7903023,CARIT,0.7375179,0.7255268,0.7708333,491.1289,,,,,2,38,5,2,2,2,6,5,6,7,8,9,6,9,4,98,5,6,2,2,4,2,3,4,7,3,0,29.86377,StubbornDef
R_2VeBr8ljwzObSo6,1/21/2022 16:44,0,0,0,1,1,100,0,100,0,-0.571824,CARIT,0.7427138,0.695237,0.875,482.885,,,,,2,55,3,2,1,1,4,2,5,4,3,1,10,10,2,99,3,2,2,4,2,2,3,3,5,5,0,22.1968,SuspiciousTitForTat
R_Q9qvtoJqA7xOi6l,1/21/2022 23:11,0,0,100,0,1,100,100,100,99,-3.939374,CARIT,,,,,,,,,2,50,1,4,1,5,7,4,5,4,7,7,6,5,4,96,4,4,1,1,1,2,5,5,8,10,0,19.91833,Coop
R_9RlfYR479Xb2vAZ,1/21/2022 16:34,100,0,100,0,1,91,11,91,10,-3.141404,CARIT,0.6939799,0.6294996,0.875,541.8578,,,,,2,62,1,1,1,1,9,6,5,4,2,4,10,4,4,98,2,4,1,1,1,2,1,2,9,6,0,31.6142,TitForTat
R_2395HytQxIJ9Bt7,1/21/2022 15:54,0,1,100,1,1,100,0,100,0,-3.868089,CARIT,0.8632943,0.9331651,0.6666667,440.0042,,,,,2,41,1,3,2,2,3,6,6,5,7,7,9,9,1,2,2,2,2,4,6,2,3,1,8,3,2,22.52469,TitForTat
R_2wudgOQEGt47APe,1/21/2022 22:38,4,1,26,1,1,39,68,21,32,-0.966824,CARIT,0.9836359,0.9926471,0.9583333,468.2164,,,,,2,38,1,1,1,2,8,4,7,6,2,2,3,10,3,96,2,5,1,2,1,2,3,3,9,3,0,23.77295,Random
R_3dSPe6jKQ5oARtt,1/21/2022 23:22,10,1,15,1,1,21,4,21,14,0.3632076,CARIT,,,,,,,,,1,40,1,6,1,1,1,2,7,6,8,8,7,7,1,1,1,2,1,4,6,2,4,3,6,2,2,31.32101,Defect
R_3pb63W6Mcb1ZH21,1/24/2022 17:51,100,1,100,1,1,51,39,57,44,2.545204,CARIT,0.8687888,0.9184592,0.7291667,409.1343,,,,,2,40,1,1,1,1,5,3,5,6,1,1,10,10,3,96,4,5,4,4,5,2,3,1,8,5,1,30.72192,Random
R_21BoYFfQsQp23ql,1/24/2022 18:43,0,1,0,1,1,0,0,0,0,-3.422327,CARIT,0.885332,0.9631255,0.6666667,427.2576,,,,,2,46,1,4,2,3,2,5,7,7,9,8,9,9,3,96,2,2,4,4,2,2,2,4,9,6,2,24.02832,Defect
R_pi3YRtOCnThQa41,1/24/2022 18:58,42,1,45,1,1,58,45,56,43,-2.304737,CARIT,0.9726469,0.9778314,0.9583333,454.6288,,,,,2,44,1,1,2,3,4,5,4,6,2,2,9,9,4,97,5,2,2,1,4,2,4,1,8,4,1,24.54321,Random
R_3O7B5eC3pggLY2s,1/6/2022 23:45,17,0,15,1,1,100,0,16,0,-1.20284,CARIT,0.9836956,1,0.9375,450.7132,,,,,1,43,1,4,2,2,3,5,6,6,9,5,9,10,1,2,4,4,2,2,6,2,1,4,6,10,3,27.05455,StubbornDef
R_W2tNKEsYudhr8lz,1/8/2022 19:48,34,1,26,1,1,36,35,34,32,-0.1565375,CARIT,,,,,,,,,2,62,1,4,2,2,7,4,6,9,7,8,7,9,1,2,4,4,4,4,2,2,2,8,7,7,1,28.14746,Random
R_6rRAKjAyB8U5dM5,1/24/2022 17:17,26,1,30,1,1,74,32,68,67,-3.010101,CARIT,0.9343646,0.9257024,0.9583333,505.2256,,,,,2,51,1,1,1,3,4,4,7,6,3,2,9,10,3,6,5,6,4,2,3,2,3,1,7,3,0,43.45337,Random
R_2bKuJQCvUTVxszF,1/24/2022 16:16,0,1,0,1,1,0,0,0,0,0.3530846,CARIT,0.9672121,1,0.875,435.0313,,,,,2,44,1,3,1,2,1,5,7,5,8,8,1,10,3,2,6,6,2,4,5,1,5,3,8,4,3,18.83689,Defect
R_3M35WdikwVRCe2k,1/24/2022 18:39,18,1,24,1,1,0,86,0,0,2.470149,CARIT,0.9456522,0.9558824,0.9166667,487.9846,,,,,2,51,5,5,1,3,4,5,6,7,8,7,4,8,1,1,6,6,2,1,6,2,2,3,7,10,2,24.54321,SuckerDef
R_2QmLgLDxrxVWKhP,1/22/2022 13:16,99,0,99,0,1,99,2,98,98,0.3316983,CARIT,0.9070114,0.9554434,0.7708333,413.2655,,,,,2,64,1,2,1,1,10,5,7,8,7,3,1,10,1,3,4,6,4,4,2,2,2,5,8,5,1,21.46438,BitterCoopCoop
R_9pBXhE9t5yy8rf3,1/24/2022 17:48,78,1,100,1,1,100,12,92,84,2.621373,CARIT,0.890946,0.9336041,0.7708333,453.9485,,,,,2,41,1,1,1,3,8,5,5,6,2,1,9,10,4,96,5,6,4,2,3,2,3,2,6,5,0,40.16162,BitterCoopCoop
R_2cjvHECuS08WfpA,1/24/2022 18:43,19,1,13,1,1,24,23,21,23,2.35951,CARIT,,,,,,,,,2,46,1,5,1,4,2,5,7,7,8,7,8,8,1,1,5,5,4,4,4,2,3,6,9,2,1,22.59412,Defect
R_2D15SOayqynBP6x,1/24/2022 20:27,71,1,81,1,1,80,15,80,18,-3.058974,CARIT,0.9452938,0.9850746,0.8333333,438.2256,,,,,1,41,1,3,2,2,4,7,5,5,9,6,8,9,1,99,2,3,2,2,7,2,2,7,6,9,1,26.2897,TitForTat
R_2B3CJtdhtUXgnv2,1/6/2022 22:56,100,1,100,1,1,100,75,100,0,-0.6580811,CARIT,0.7880435,0.7426471,0.9166667,490.6237,,,,,2,38,1,4,2,2,8,5,5,4,5,3,4,4,2,4,1,1,1,1,3,2,3,1,7,1,0,60.03581,FourteenCoop
R_Q637D94xxoYb4dj,1/21/2022 17:49,82,1,78,1,1,100,11,61,14,-1.072348,CARIT,0.9343646,0.9701493,0.8333333,477.3076,,,,,1,42,1,3,2,2,8,5,7,6,8,3,3,10,1,3,5,3,2,2,5,2,3,1,5,3,0,22.59168,TitForTat
R_sFlUive3jgPRrtT,1/24/2022 18:37,100,1,100,1,1,100,78,90,53,-3.719841,CARIT,0.9289297,0.9851844,0.7708333,438.3265,,,,,2,47,1,1,2,1,8,6,7,7,4,2,8,10,3,1,3,3,4,1,4,2,3,1,8,9,2,25.79053,Coop
R_XZDyCZonMJXZ96N,1/21/2022 23:28,81,1,72,0,1,86,37,78,75,-0.5593859,CARIT,0.7065217,0.7205882,0.6666667,488.9184,,,,,2,65,1,2,1,2,5,3,6,5,3,4,4,10,3,98,2,2,1,2,2,2,2,4,6,6,3,26.60278,Random
R_1Hi849ngaDJwsy6,1/24/2022 19:14,6,0,8,0,0,21,22,91,18,2.381683,CARIT,,,,,,,,,2,36,2,2,1,5,4,6,7,6,9,3,4,10,3,98,5,5,2,4,4,2,2,2,9,6,1,33.94367,Other
R_3sh9bvFM492EJbt,1/21/2022 16:34,9,1,13,1,1,14,15,15,14,3.496683,CARIT,0.9126852,0.9630158,0.7708333,431.3846,,,,,2,56,1,2,1,2,8,5,6,7,9,9,8,9,1,1,2,2,2,4,4,2,2,1,8,4,0,30.0354,Defect
R_1OBqW8Gibc2VUND,1/24/2022 18:53,74,1,83,1,1,74,68,76,68,0.2945085,CARIT,0.9343048,0.9850746,0.7916667,439.6157,,,,,2,62,1,5,1,3,3,5,5,3,8,8,3,9,1,3,2,2,1,2,2,2,4,2,7,7,1,21.78719,Random
R_1QK43SuXOn6Q8eW,1/24/2022 18:05,36,0,74,1,1,85,22,84,78,-3.011448,CARIT,0.9565217,0.9705882,0.9166667,486.2727,,,,,1,67,1,2,2,4,2,5,6,6,7,7,9,10,3,6,3,6,2,1,2,2,4,1,7,3,0,22.8603,BitterCoopCoop
R_3fNqn5amLizsipS,1/24/2022 19:56,100,1,100,1,1,100,66,100,0,-2.514331,CARIT,,,,,,,,,1,55,1,5,2,2,2,3,7,7,8,9,7,8,3,1,3,4,4,1,2,2,3,1,5,3,3,28.12,FourteenCoop
R_2b1urcLYSANiRDi,1/24/2022 17:17,,,,,,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1QTjvZ96v4IiWxr,1/24/2022 17:46,99,1,0,1,1,0,100,0,100,-3.794704,CARIT,0.9454133,0.9482002,0.9375,499.7422,,,,,2,50,1,6,1,3,4,5,6,8,10,10,2,10,1,99,5,5,4,4,5,2,3,8,9,4,0,16.63905,Other
R_1JD5rhYpNGYsOBl,1/24/2022 16:38,53,1,48,1,1,46,44,46,44,-3.41838,CARIT,,,,,,,,,2,64,1,1,2,3,5,5,6,6,3,2,2,10,2,4,5,5,2,4,4,2,4,1,9,4,0,26.95527,Random
R_1K1hxBDuJVVSaFl,1/24/2022 20:08,0,1,0,1,1,0,0,0,0,6.175211,CARIT,,,,,,,,,1,39,1,1,1,2,1,3,6,4,1,1,9,10,4,97,5,2,1,4,1,2,3,1,7,6,2,24.32336,Defect
R_2YK7nXvH7K0uVRX,1/24/2022 18:55,75,1,92,1,1,94,33,72,64,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BitterCoopCoop
R_2QAHjfdy3XFgDIR,1/24/2022 18:20,40,1,61,1,1,100,24,77,49,0.9490329,CARIT,0.8309842,0.9040825,0.625,471.9633,,,,,2,51,1,3,1,2,5,6,7,4,2,2,10,8,3,2,2,3,1,1,1,2,3,5,6,10,3,23.40895,Random
R_s6kFjEGIiuIoQsp,1/21/2022 22:16,100,0,100,1,1,100,75,76,19,-3.740381,CARIT,0.9452341,0.970259,0.875,446.3359,,,,,2,37,1,3,2,2,4,4,6,6,7,7,4,8,3,98,6,2,4,4,3,2,3,1,6,1,3,19.83774,FourteenCoop
R_1P7acNasDt77U9U,1/24/2022 17:57,63,0,65,1,1,71,30,30,25,-3.794707,CARIT,,,,,,,,,2,37,1,4,2,5,2,5,6,6,3,5,6,9,1,3,2,2,2,4,3,2,4,1,6,10,1,30.22477,Random
R_3rO28QtgzHV4xTp,1/22/2022 14:16,100,1,100,1,1,100,85,100,37,-3.610334,CARIT,0.9891304,1,0.9583333,458.4265,,,,,1,43,1,4,2,2,6,3,7,6,6,7,8,8,1,2,3,2,2,1,3,2,2,3,6,9,3,26.7027,FourteenCoop
R_10UDJCPsktZVc6m,1/14/2022 20:03,0,0,0,0,1,79,57,30,32,3.648732,CARIT,0.9399188,0.9703687,0.8541667,458.371,,,,,2,43,1,4,1,2,2,6,4,5,7,9,10,6,2,98,1,1,1,4,2,2,2,3,4,4,0,24.26581,Random
R_3m2HG8h9MuqsPAT,1/21/2022 16:01,0,1,0,1,1,0,29,30,70,1.858424,CARIT,,,,,,,,,2,53,1,2,1,2,4,7,4,4,5,6,3,10,2,3,4,4,2,2,4,1,4,1,6,3,0,22.49458,Other
R_3hasZG6UuKwhtC0,1/12/2022 10:43,24,1,,,,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coop
R_u8i4LfkvuJVkqA1,1/14/2022 20:42,20,1,77,1,0,100,19,19,0,-0.2101114,CARIT,0.8369565,0.9264706,0.5833333,485.8254,,,,,1,45,"1,5",1,2,1,7,7,5,3,1,1,10,10,4,97,5,4,1,4,4,2,3,1,8,12,2,47.12489,Grim
R_2yjWZp7KTplVJRC,1/24/2022 18:35,96,1,99,1,1,100,88,50,0,-0.8719292,CARIT,,,,,,,,,1,44,1,1,2,2,8,5,7,8,2,2,5,10,4,97,3,2,4,4,3,2,1,1,7,6,2,27.60135,FourteenCoop
R_NXdyoWz9AKx022t,1/22/2022 14:53,30,1,25,1,1,30,29,27,26,-2.965415,CARIT,0.8359413,0.8664399,0.75,462.3431,,,,,1,39,1,4,2,1,5,2,5,3,9,4,1,5,1,3,2,5,1,4,4,2,4,2,7,2,0,32.07499,Random
R_2wcSogju5mxkzOM,1/12/2022 16:20,,,,,,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1is5LfhKzinYqUz,1/24/2022 17:41,0,1,100,1,1,51,33,82,50,-1.758834,CARIT,0.6195652,0.6176471,0.625,494.619,,,,,2,63,1,2,2,2,7,6,6,6,1,1,3,10,1,1,5,3,2,1,2,2,2,4,7,4,1,33.00195,Random
R_ZgdV2ypJBkFD9fj,1/21/2022 17:34,100,1,100,1,1,100,100,100,100,-2.2709,CARIT,0.7863712,0.9179105,0.4166667,469.4937,,,,,2,56,1,5,1,5,10,7,7,8,6,6,10,10,1,1,5,4,2,4,5,2,1,4,8,9,2,26.85441,Coop
R_1eLv7xbDPijmU1p,1/24/2022 19:08,83,1,83,1,1,100,38,50,100,-1.897167,CARIT,0.8580984,0.8668789,0.8333333,488.8439,,,,,1,66,1,1,1,2,8,6,5,3,1,1,4,10,1,99,3,5,1,2,3,2,2,1,6,4,3,21.61149,BitterCoopCoop
R_2woeug9vPbWoxAu,1/24/2022 18:26,100,0,82,1,1,100,20,74,50,-1.478511,CARIT,0.9346035,0.9408472,0.9166667,519.8994,,,,,2,71,1,3,1,2,7,6,7,7,4,4,9,10,3,1,3,4,2,1,1,2,3,1,7,10,1,39.85261,TitForTat
R_vxhmX1xNxq5wlON,1/21/2022 16:20,100,0,9,0,1,0,5,94,100,1.849452,CARIT,0.8963211,0.9039728,0.875,513.5385,,,,,2,66,1,5,1,2,9,2,4,5,1,10,7,9,1,99,2,2,2,1,2,2,2,4,7,4,0,30.34068,Other
R_2DOmBPfKCHDmagO,1/24/2022 17:26,0,1,0,1,1,100,0,0,0,0.8606731,CARIT,,,,,,,,,2,41,1,3,1,2,2,6,5,7,8,6,3,9,1,2,2,5,4,2,4,2,2,2,7,5,2,26.62286,StubbornDef
R_1i9UJQzps5c8SeY,1/24/2022 18:55,11,0,0,1,1,4,89,3,3,7.433844,CARIT,0.8798973,0.9186786,0.7708333,486.5764,,,,,2,37,1,2,1,4,7,7,7,8,8,1,3,9,1,9,3,2,4,4,4,2,2,4,7,10,0,20.98026,SuckerDef
R_WoigBH9fiVkeoGR,1/21/2022 23:05,0,1,0,1,1,0,0,0,0,6.137749,CARIT,0.9673913,0.9558824,1,701.5838,,,,,2,53,1,3,1,4,4,5,6,5,7,9,6,10,1,1,3,2,1,2,3,2,3,4,8,6,0,24.32526,Defect
R_3nV6bQadrvgObFE,1/24/2022 18:04,100,1,0,1,1,100,100,0,100,-0.9068296,CARIT,0.9452938,0.9555531,0.9166667,445.3584,,,,,2,36,1,5,1,2,8,4,6,6,9,8,1,1,1,3,5,5,2,1,4,2,3,6,6,6,2,24.5606,Other
R_xxaXxdEePVqVUWd,1/24/2022 17:19,0,1,0,1,1,76,6,13,23,-3.408856,CARIT,0.9836359,0.9851844,0.9791667,488.8815,,,,,2,54,1,1,2,2,3,3,7,8,4,4,8,10,4,6,2,3,4,1,3,2,3,1,8,5,0,26.62249,StubbornDef
R_DbEbFQ7zfYF2AM1,1/24/2022 17:39,50,1,7,1,1,11,30,38,50,11.36492,CARIT,0.8143216,0.785338,0.8958333,457.7012,,,,,2,48,1,5,1,3,0,3,5,3,8,7,5,6,3,97,3,4,1,4,3,2,5,1,6,8,0,21.43663,Random
R_3fTdhaxnTBnngLw,1/21/2022 23:08,0,1,0,1,1,0,0,0,29,0.117981,CARIT,0.9289297,0.9851844,0.7708333,452.1029,,,,,5,36,1,1,1,2,8,5,4,2,2,1,9,9,4,97,6,6,1,1,2,2,5,4,6,12,2,21.1106,Defect
R_3Po6VejTuNWP8yV,1/14/2022 20:10,20,1,89,0,1,88,100,74,66,-3.643957,CARIT,0.6666866,0.8591967,0.125,434.895,,,,,2,45,1,1,1,3,3,4,5,1,1,1,6,10,4,97,5,2,1,4,2,2,5,1,7,14,3,34.57612,Coop
R_undZrTLtaQXCWzf,1/24/2022 21:29,11,1,23,1,1,16,9,17,14,2.350277,CARIT,0.885332,0.903863,0.8333333,469.1312,,,,,1,47,1,2,1,2,7,5,6,6,5,5,7,8,3,96,5,2,1,4,1,2,3,2,8,10,2,22.03412,Defect
R_3hGR0SFhwYOR9bL,1/24/2022 17:34,32,1,31,1,0,73,27,28,86,5.647886,CARIT,0.6615504,0.5712247,0.9166667,532.0996,,,,,2,64,1,1,1,1,3,3,6,6,3,2,9,10,4,97,4,3,4,4,2,1,4,4,9,10,1,25.69356,Random
R_2uCAdzrxJQMWkBi,1/24/2022 21:29,37,1,40,1,0,39,63,38,44,-2.809238,CARIT,,,,,,,,,1,57,1,3,1,3,6,5,4,5,7,7,6,9,1,2,3,4,1,2,4,2,2,3,8,2,1,25.82186,Random
R_217eukcI6VlJR6L,1/24/2022 19:06,51,0,52,1,1,53,54,46,46,8.520502,CARIT,0.5856426,0.4387621,1,467.7381,,,,,2,46,1,1,1,2,0,3,3,2,1,1,3,5,1,98,3,4,2,2,5,2,3,1,5,1,0,24.36938,Random
R_2tG4nnDOEDneuFo,1/24/2022 18:53,27,1,50,1,1,92,6,49,47,3.529571,CARIT,0.9453536,0.9926471,0.8125,439.6045,,,,,2,39,2,4,1,5,2,7,6,3,8,7,6,8,1,2,2,2,1,2,3,2,2,7,6,14,1,21.14168,Random
R_3lKbWkbo088PgEx,1/24/2022 19:11,100,1,100,1,1,100,100,100,100,3.490017,CARIT,0.8304467,0.821993,0.8541667,490.5577,,,,,1,40,1,6,1,2,7,2,6,8,10,10,2,1,1,1,2,2,4,2,3,2,2,4,7,9,0,30.47345,Coop
R_2zSezDOrebSj0KH,1/21/2022 17:25,79,0,0,0,1,78,100,0,100,-2.759255,CARIT,0.7269469,0.8370281,0.4166667,369.1081,,,,,1,55,1,6,2,2,7,3,6,7,10,10,3,10,1,3,2,4,4,1,5,2,5,5,7,2,0,26.44386,Other
R_2Sc9qv9MGOZdkog,1/24/2022 18:10,79,1,55,1,1,35,68,52,45,-2.000613,CARIT,0.8852126,0.8739026,0.9166667,500.7551,,,,,2,59,1,4,2,2,7,6,6,7,8,6,8,6,4,97,3,3,4,2,2,2,4,4,8,10,0,25.82186,Random
R_U9ERhf0gfEWJcOJ,1/21/2022 23:11,0,1,83,1,1,100,13,86,50,-3.056488,CARIT,0.8798973,0.9483099,0.6875,482.7899,,,,,1,37,9,3,2,2,7,6,7,8,8,5,9,9,2,96,6,5,2,1,1,2,3,1,6,12,3,23.49076,TitForTat
R_3O8ljnJi2ZjDPdm,1/24/2022 20:39,57,0,84,1,0,42,59,59,58,1.999912,CARIT,0.4320951,0.2524144,0.9375,515.7765,,,,,2,36,2,3,1,4,5,5,6,7,7,4,3,6,1,3,4,2,4,4,2,2,2,6,7,6,0,24.79219,Random
R_vdgGXR99Ul3bFxn,1/24/2022 17:39,24,1,78,0,1,1,0,77,1,0.965802,CARIT,,,,,,,,,2,69,1,6,1,4,6,2,7,7,10,10,8,10,1,12,4,2,1,4,1,1,4,2,7,6,1,30.98623,Other
R_3foUdyLl8f7dZz4,1/24/2022 17:54,59,1,57,1,0,81,58,94,60,1.813078,CARIT,0.9561634,0.9850746,0.875,450.5497,,,,,2,50,2,3,1,2,8,4,7,6,1,1,4,7,1,99,5,3,2,1,3,2,2,2,6,6,0,23.77471,Random
R_3oXg3vLCsmlNd93,1/24/2022 19:33,25,1,100,1,1,100,89,91,0,-2.173149,CARIT,0.9347826,1,0.75,434.3824,,,,,1,37,1,4,2,2,4,5,6,4,5,6,3,4,1,3,5,4,4,2,3,2,3,1,7,10,3,29.28586,FourteenCoop
R_Uun8mmd1k8ybRdL,1/24/2022 19:07,50,1,22,1,1,50,50,50,50,-1.746946,CARIT,0.7826087,0.8823529,0.5,436.05,,,,,1,49,"1,3",4,1,1,10,7,3,5,5,5,10,10,1,3,2,2,1,4,2,2,1,3,8,10,2,35.27163,Random
R_3DyqBCateovEslX,1/24/2022 17:56,19,0,22,1,1,27,72,73,26,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Random
R_3Pb3hfmhgnPNOxc,1/24/2022 18:55,86,1,83,1,1,90,20,88,28,-2.38938,CARIT,,,,,,,,,2,48,1,3,2,2,3,5,7,8,6,4,4,7,1,3,5,5,4,1,4,2,3,5,8,3,1,23.68506,TitForTat
R_1JVO4rwDYlfpXOa,1/24/2022 18:10,32,1,29,1,1,67,43,57,37,-1.000081,CARIT,0.9069517,0.970259,0.7291667,464.3364,,,,,1,59,1,5,2,3,6,5,6,7,9,9,9,9,1,98,5,5,2,2,2,2,3,3,6,1,2,27.72973,Random
R_2Qh3622JLlXkSfy,1/14/2022 19:42,0,1,0,1,1,100,0,100,100,-0.7830822,CARIT,,,,,,,,,1,55,"3,5",6,1,5,7,3,6,6,7,8,7,8,1,1,5,4,4,2,5,2,3,4,5,9,1,29.02233,Other
R_sUuLVDEr8GbuMYF,1/24/2022 17:06,100,1,100,1,1,100,73,100,0,-1.394983,CARIT,0.9071309,0.9778314,0.7083333,437.2651,,,,,1,42,7,2,2,1,7,2,6,5,7,2,10,9,4,97,6,4,4,1,2,2,1,1,6,10,3,21.05792,FourteenCoop
